CE_train,CE_val,accuracy_train,accuracy_val
2.144860797968777710e+00,2.074047534561157313e+00,4.365999999999999881e-01,5.332000000000000073e-01
2.032987308762290279e+00,2.010201179695129348e+00,6.246727272727272684e-01,7.032000000000000473e-01
1.986365556413477007e+00,1.976725375556945830e+00,7.372363636363636896e-01,7.541999999999999815e-01
1.960331195224415124e+00,1.956487136459350573e+00,7.704909090909091152e-01,7.725999999999999535e-01
1.943567323294552951e+00,1.942311409568786562e+00,7.870363636363636450e-01,7.890000000000000346e-01
1.931568271940404813e+00,1.932271886062622013e+00,7.977818181818181476e-01,7.890000000000000346e-01
1.922701941836963968e+00,1.924697014808654849e+00,8.028909090909090995e-01,8.007999999999999563e-01
1.915842298030853375e+00,1.918517601585388199e+00,8.079818181818181344e-01,8.060000000000000497e-01
1.910407078959725169e+00,1.913692939186096176e+00,8.117090909090909356e-01,8.065999999999999837e-01
1.905925137779929335e+00,1.909615314865112268e+00,8.134727272727272362e-01,8.114000000000000101e-01
