CE_train,CE_val,accuracy_train,accuracy_val
2.248590542359785616e+00,2.215306561279296815e+00,4.215636363636363626e-01,5.158000000000000362e-01
2.202565458297729428e+00,2.189228098106384302e+00,4.784545454545454657e-01,4.802000000000000157e-01
2.182836241375316177e+00,2.173127159881591997e+00,4.684545454545454568e-01,4.813999999999999946e-01
2.168924508961764364e+00,2.160922153854369920e+00,4.729999999999999760e-01,4.889999999999999902e-01
2.158621821836991916e+00,2.152135917854308911e+00,4.743999999999999884e-01,4.945999999999999841e-01
2.151491255586797546e+00,2.146386223793029568e+00,4.817272727272727262e-01,4.928000000000000158e-01
2.146728525205091831e+00,2.142160819435119823e+00,4.826181818181818350e-01,5.030000000000000027e-01
2.143064633846282874e+00,2.138934075736999674e+00,4.893818181818181956e-01,5.040000000000000036e-01
2.140367464629086669e+00,2.136751379394531192e+00,4.916181818181818430e-01,5.038000000000000256e-01
2.138479359756816578e+00,2.134967898368835382e+00,4.934727272727272851e-01,5.078000000000000291e-01
