CE_train,CE_val,accuracy_train,accuracy_val
2.060141391450708515e+00,1.940401766014099083e+00,6.508363636363636573e-01,8.122000000000000330e-01
1.916338200352408760e+00,1.897116359710693256e+00,8.241818181818181266e-01,8.332000000000000517e-01
1.890855571009895986e+00,1.881616169929504423e+00,8.383272727272726987e-01,8.454000000000000403e-01
1.879322198737751304e+00,1.873105967140197725e+00,8.429636363636363594e-01,8.518000000000000016e-01
1.872342870972373285e+00,1.867506782722473169e+00,8.466545454545454374e-01,8.531999999999999584e-01
1.867505377726121463e+00,1.863573258018493606e+00,8.482363636363636772e-01,8.548000000000000043e-01
1.863940667109055926e+00,1.860720553207397376e+00,8.505454545454544935e-01,8.544000000000000483e-01
1.861223333922299439e+00,1.857979407310485831e+00,8.508545454545454190e-01,8.568000000000000060e-01
1.858932623299685449e+00,1.856116378784179677e+00,8.517636363636363894e-01,8.554000000000000492e-01
1.857095072312788586e+00,1.854257380676269440e+00,8.525454545454544952e-01,8.566000000000000281e-01
