CE_train,CE_val,accuracy_train,accuracy_val
2.235423870433460802e+00,2.197652996063232500e+00,4.732181818181818156e-01,5.375999999999999668e-01
2.185086730523543075e+00,2.172760744667053157e+00,5.216181818181818697e-01,5.308000000000000496e-01
2.167933258663524487e+00,2.160109584617614598e+00,5.343454545454545679e-01,5.504000000000000004e-01
2.157776675050909088e+00,2.151505166435241811e+00,5.508909090909090978e-01,5.585999999999999854e-01
2.150501023205843687e+00,2.145051101493835599e+00,5.559636363636363265e-01,5.637999999999999678e-01
2.144574972412803149e+00,2.139401174163818364e+00,5.582727272727272538e-01,5.605999999999999872e-01
2.139179520303552628e+00,2.134252174377441413e+00,5.535272727272727566e-01,5.629999999999999449e-01
2.134044058019464618e+00,2.129280425453186076e+00,5.535090909090909506e-01,5.565999999999999837e-01
2.129270800157026855e+00,2.124626429748535106e+00,5.499636363636363212e-01,5.550000000000000488e-01
2.124858578378503893e+00,2.120219869995117357e+00,5.512000000000000233e-01,5.507999999999999563e-01
