CE_train,CE_val,accuracy_train,accuracy_val
2.201541556965221247e+00,2.127921187019348181e+00,4.311636363636363600e-01,5.644000000000000128e-01
2.084013210730119248e+00,2.056431623649597196e+00,6.233454545454545359e-01,6.470000000000000195e-01
2.038943016138943687e+00,2.026136023330688651e+00,6.757090909090909259e-01,6.975999999999999979e-01
2.016541369221427349e+00,2.008399009895324827e+00,7.093272727272726952e-01,7.258000000000000007e-01
2.002401879960840514e+00,1.996548300170898349e+00,7.261090909090909262e-01,7.359999999999999876e-01
1.992164050362326799e+00,1.987774757194519015e+00,7.345272727272726954e-01,7.391999999999999682e-01
1.984270201683044466e+00,1.980751937675476082e+00,7.391272727272727439e-01,7.441999999999999726e-01
1.977992078000848863e+00,1.975158528137207048e+00,7.437090909090908752e-01,7.439999999999999947e-01
1.972865157647566425e+00,1.970694174766540518e+00,7.442181818181817787e-01,7.429999999999999938e-01
1.968539606874639247e+00,1.966900052070617688e+00,7.460181818181818025e-01,7.466000000000000414e-01
