CE_train,CE_val,accuracy_train,accuracy_val
2.248648982568220767e+00,2.215678741836547783e+00,4.186727272727272520e-01,5.173999999999999710e-01
2.202713725783608023e+00,2.189338438415527222e+00,4.770545454545454533e-01,4.822000000000000175e-01
2.182897368344393740e+00,2.173192860794067371e+00,4.656363636363636260e-01,4.849999999999999867e-01
2.169298663659529058e+00,2.161488264274597171e+00,4.719999999999999751e-01,4.925999999999999823e-01
2.159574104135686845e+00,2.153392901802062998e+00,4.769999999999999796e-01,4.909999999999999920e-01
2.152822192408821778e+00,2.147408013153076389e+00,4.793454545454545190e-01,4.929999999999999938e-01
2.147701239109039317e+00,2.142917673301696802e+00,4.812363636363636288e-01,4.974000000000000088e-01
2.143761243950236928e+00,2.139333164787292407e+00,4.837454545454545340e-01,5.000000000000000000e-01
2.140592539223757473e+00,2.136734873962402137e+00,4.881454545454545491e-01,4.975999999999999868e-01
2.138271984577178930e+00,2.134665761375427184e+00,4.870909090909090744e-01,4.989999999999999991e-01
