CE_train,CE_val,accuracy_train,accuracy_val
2.003869753967631784e+00,1.903134461402893107e+00,6.672545454545454335e-01,8.070000000000000506e-01
1.871547836867245795e+00,1.858293907165527337e+00,8.322363636363636630e-01,8.381999999999999451e-01
1.845686330015009036e+00,1.842520388412475674e+00,8.482545454545454833e-01,8.499999999999999778e-01
1.834250200921838880e+00,1.833846522521972666e+00,8.551818181818181541e-01,8.531999999999999584e-01
1.827417560057206680e+00,1.828125496673584038e+00,8.582727272727272982e-01,8.569999999999999840e-01
1.822789710695093435e+00,1.824401758003234786e+00,8.596909090909090612e-01,8.584000000000000519e-01
1.819317376656965690e+00,1.821461336708068757e+00,8.612727272727273009e-01,8.578000000000000069e-01
1.816649632020430172e+00,1.818866641235351578e+00,8.625272727272726980e-01,8.621999999999999664e-01
1.814567832426591254e+00,1.817345760536193788e+00,8.627090909090908699e-01,8.588000000000000078e-01
1.812822161674499499e+00,1.815296502685546765e+00,8.638545454545454305e-01,8.619999999999999885e-01
