CE_train,CE_val,accuracy_train,accuracy_val
2.191071238387714892e+00,2.119279592323303429e+00,3.516727272727272480e-01,4.914000000000000035e-01
2.099589192433790608e+00,2.068156177711486965e+00,5.209090909090908772e-01,5.655999999999999917e-01
2.063250540126453814e+00,2.041833621406555110e+00,5.541454545454544967e-01,5.816000000000000059e-01
2.043775052287361671e+00,2.027799679946899580e+00,5.644727272727272371e-01,5.929999999999999716e-01
2.032915149255232201e+00,2.019553089904785104e+00,5.724909090909090503e-01,5.964000000000000412e-01
2.025755307197570687e+00,2.013577688980102476e+00,5.847636363636363743e-01,6.096000000000000307e-01
2.020485757871107513e+00,2.009112847328185847e+00,5.945454545454545991e-01,6.203999999999999515e-01
2.016470310861413928e+00,2.005653651428222606e+00,6.038727272727272277e-01,6.229999999999999982e-01
2.013324959928339375e+00,2.002851622581482083e+00,6.098181818181818148e-01,6.316000000000000503e-01
2.010765118555589037e+00,2.000586863517761049e+00,6.156363636363636482e-01,6.353999999999999648e-01
2.008673131986097982e+00,1.998858980560302756e+00,6.186727272727272631e-01,6.428000000000000380e-01
2.006926545229825276e+00,1.997269557380676241e+00,6.239636363636363869e-01,6.450000000000000178e-01
2.005427820422432728e+00,1.995886122894287018e+00,6.267454545454544945e-01,6.463999999999999746e-01
2.004113800308921167e+00,1.994705732154846256e+00,6.272545454545455090e-01,6.463999999999999746e-01
2.002980588306080278e+00,1.993706336975097582e+00,6.295272727272727131e-01,6.440000000000000169e-01
