CE_train,CE_val,accuracy_train,accuracy_val
1.997749396410855471e+00,1.889110569381713844e+00,7.157999999999999918e-01,8.374000000000000332e-01
1.862181064345619808e+00,1.850576898765563971e+00,8.458363636363636084e-01,8.491999999999999549e-01
1.838995815363797304e+00,1.836647562599182049e+00,8.559090909090909527e-01,8.546000000000000263e-01
1.828668862386183314e+00,1.828142341423034667e+00,8.596000000000000307e-01,8.624000000000000554e-01
1.822416756890036904e+00,1.823208644676208579e+00,8.620545454545454067e-01,8.628000000000000114e-01
1.818095398252660644e+00,1.819588489151001021e+00,8.633454545454545270e-01,8.639999999999999902e-01
1.814988200577822619e+00,1.816760272598266557e+00,8.639818181818181841e-01,8.639999999999999902e-01
1.812531049251556503e+00,1.814879264831543049e+00,8.646909090909090656e-01,8.624000000000000554e-01
1.810547749259255212e+00,1.812777189636230579e+00,8.657636363636364019e-01,8.636000000000000343e-01
1.808925604863600212e+00,1.811609367942810023e+00,8.649272727272727668e-01,8.638000000000000123e-01
