CE_train,CE_val,accuracy_train,accuracy_val
2.003974163142117515e+00,1.902224709129333391e+00,6.687272727272727257e-01,8.012000000000000233e-01
1.871209727764129749e+00,1.858994757843017487e+00,8.326909090909090372e-01,8.344000000000000306e-01
1.845359976811842495e+00,1.843620447731018075e+00,8.489636363636363647e-01,8.477999999999999980e-01
1.833878756696527557e+00,1.835977467346191494e+00,8.559636363636363710e-01,8.484000000000000430e-01
1.827195637746290791e+00,1.830338113594055072e+00,8.581090909090909324e-01,8.469999999999999751e-01
1.822595096111297552e+00,1.826322808647155682e+00,8.609636363636363754e-01,8.494000000000000439e-01
1.819225930300625960e+00,1.823646498489379875e+00,8.614363636363636667e-01,8.534000000000000474e-01
1.816631409818475928e+00,1.820790571784973055e+00,8.628727272727272357e-01,8.538000000000000034e-01
1.814582394816658617e+00,1.819272160720825093e+00,8.640363636363636024e-01,8.564000000000000501e-01
1.812770192493091903e+00,1.817252332115173230e+00,8.645272727272726998e-01,8.556000000000000272e-01
