CE_train,CE_val,accuracy_train,accuracy_val
2.147281799316406392e+00,2.069240924263000547e+00,4.627090909090909032e-01,6.373999999999999666e-01
2.028101267597892221e+00,1.996401095962524463e+00,6.890545454545454751e-01,7.288000000000000034e-01
1.977445329969579557e+00,1.960303211975097604e+00,7.403818181818181410e-01,7.573999999999999622e-01
1.950924363179640242e+00,1.939998465919494652e+00,7.579090909090908657e-01,7.711999999999999966e-01
1.935035043499686580e+00,1.926609219932556183e+00,7.676363636363636722e-01,7.792000000000000037e-01
1.924196768197146357e+00,1.917049681854247956e+00,7.728000000000000425e-01,7.842000000000000082e-01
1.916184325478293760e+00,1.909928713226318298e+00,7.766909090909090985e-01,7.862000000000000099e-01
1.909974652290344244e+00,1.904147944831848127e+00,7.800181818181818327e-01,7.868000000000000549e-01
1.904871693914586883e+00,1.899478273773193449e+00,7.825272727272727380e-01,7.905999999999999694e-01
1.900723122076554805e+00,1.895608506965637208e+00,7.838363636363636644e-01,7.922000000000000153e-01
