CE_train,CE_val,accuracy_train,accuracy_val
2.263431337443265079e+00,2.233769944000244312e+00,3.224181818181818260e-01,4.636000000000000121e-01
2.224737863627347156e+00,2.215260650634765405e+00,4.226363636363636433e-01,4.169999999999999818e-01
2.212580694632096723e+00,2.206484507369995018e+00,3.990181818181818274e-01,4.117999999999999994e-01
2.205006959134882205e+00,2.199757060623169114e+00,4.005818181818182055e-01,4.163999999999999924e-01
2.199147450186989428e+00,2.194954674339294254e+00,4.032909090909090888e-01,4.139999999999999791e-01
2.195113239461725207e+00,2.191520230102538935e+00,4.015454545454545388e-01,4.103999999999999870e-01
2.192521212924610552e+00,2.189582717514038102e+00,4.002727272727272800e-01,4.116000000000000214e-01
2.191047631957314223e+00,2.188400191497802627e+00,4.010909090909091090e-01,4.116000000000000214e-01
2.190162340944463715e+00,2.187709063911437823e+00,4.020545454545454422e-01,4.129999999999999782e-01
2.189600808403708854e+00,2.187264782714843925e+00,4.046727272727272950e-01,4.178000000000000047e-01
