CE_train,CE_val,accuracy_train,accuracy_val
2.248226227240128772e+00,2.214881496047973464e+00,4.206545454545454477e-01,5.193999999999999728e-01
2.202582841613076159e+00,2.189446924591064381e+00,4.801090909090909298e-01,4.823999999999999955e-01
2.183561227364973600e+00,2.174283247566223043e+00,4.684181818181818446e-01,4.879999999999999893e-01
2.170925237915732442e+00,2.163615330505371137e+00,4.753090909090909033e-01,4.852000000000000202e-01
2.161404570926319657e+00,2.155124280548095683e+00,4.782909090909090999e-01,4.892000000000000237e-01
2.154067290999672757e+00,2.148667440223694047e+00,4.792545454545454331e-01,4.918000000000000149e-01
2.148320915785702834e+00,2.143406379699706932e+00,4.799272727272727024e-01,4.889999999999999902e-01
2.143713543935255483e+00,2.139561847114562987e+00,4.784545454545454657e-01,4.888000000000000123e-01
2.140657807393507639e+00,2.137180069160461215e+00,4.773090909090909051e-01,4.882000000000000228e-01
2.138504442561756314e+00,2.135267031478881972e+00,4.770545454545454533e-01,4.858000000000000096e-01
