CE_train,CE_val,accuracy_train,accuracy_val
2.147837865482677078e+00,2.059703151893615747e+00,4.556909090909090909e-01,6.243999999999999551e-01
2.024320169752294341e+00,1.986956651115417527e+00,6.804363636363636170e-01,7.279999999999999805e-01
1.971065924731167929e+00,1.951972503471374409e+00,7.402363636363635813e-01,7.510000000000000009e-01
1.945057956608859051e+00,1.933306192588806205e+00,7.574545454545454914e-01,7.620000000000000107e-01
1.930052617159756734e+00,1.921427133750915450e+00,7.648181818181818414e-01,7.698000000000000398e-01
1.919897399122064696e+00,1.912945886230468684e+00,7.719090909090908781e-01,7.723999999999999755e-01
1.912456363331187958e+00,1.906385208320617641e+00,7.743090909090909468e-01,7.785999999999999588e-01
1.906722478042949254e+00,1.901170832824707002e+00,7.779818181818182188e-01,7.790000000000000258e-01
1.902070778803391926e+00,1.896842523002624459e+00,7.803272727272727582e-01,7.782000000000000028e-01
1.898237321463498217e+00,1.893305802536010773e+00,7.816909090909091029e-01,7.823999999999999844e-01
1.894949378620494507e+00,1.890263258743286157e+00,7.839818181818182241e-01,7.820000000000000284e-01
1.892085255796259080e+00,1.887538714790344185e+00,7.856909090909091065e-01,7.795999999999999597e-01
1.889644540569999087e+00,1.885271077156066788e+00,7.871090909090908694e-01,7.835999999999999632e-01
1.887469424854625322e+00,1.883067738914489642e+00,7.871636363636363987e-01,7.883999999999999897e-01
1.885536890246651387e+00,1.881352449607849087e+00,7.894909090909091320e-01,7.882000000000000117e-01
