CE_train,CE_val,accuracy_train,accuracy_val
1.997935876976359992e+00,1.888974595832824788e+00,7.158545454545454101e-01,8.222000000000000419e-01
1.862364907611500087e+00,1.850105908203125038e+00,8.462181818181818693e-01,8.447999999999999954e-01
1.838943255944685440e+00,1.836126403617858838e+00,8.559454545454545649e-01,8.509999999999999787e-01
1.828484782305630718e+00,1.828419534683227488e+00,8.605818181818182255e-01,8.524000000000000465e-01
1.822291037819602222e+00,1.824192036247253457e+00,8.632363636363636905e-01,8.519999999999999796e-01
1.818068821516903855e+00,1.819854220008850110e+00,8.642363636363636914e-01,8.551999999999999602e-01
1.814966236244548448e+00,1.817399828910827742e+00,8.645818181818182291e-01,8.566000000000000281e-01
1.812543606844815303e+00,1.815397890663146940e+00,8.648727272727272375e-01,8.554000000000000492e-01
1.810564602418379243e+00,1.813184869956970147e+00,8.653818181818181410e-01,8.576000000000000290e-01
1.808914355147968722e+00,1.811938365364074599e+00,8.656363636363636482e-01,8.574000000000000510e-01
