CE_train,CE_val,accuracy_train,accuracy_val
2.190724600055001137e+00,2.120487873840331883e+00,3.520545454545454533e-01,4.935999999999999832e-01
2.098869889519431542e+00,2.071221558380127004e+00,5.246363636363636784e-01,5.552000000000000268e-01
2.062297627969221558e+00,2.046751407241821141e+00,5.538727272727272943e-01,5.705999999999999961e-01
2.042905594132163216e+00,2.033541968154907398e+00,5.630363636363636681e-01,5.769999999999999574e-01
2.031817746595903085e+00,2.025664933395385781e+00,5.725272727272727735e-01,5.806000000000000050e-01
2.024435462388125551e+00,2.019896816635131653e+00,5.821818181818181337e-01,5.964000000000000412e-01
2.018989568146792202e+00,2.015443597221374450e+00,5.924363636363636498e-01,6.036000000000000254e-01
2.014848189440640702e+00,2.012383177375793419e+00,6.004181818181818509e-01,6.114000000000000545e-01
2.011674220518632428e+00,2.009610162162780878e+00,6.069090909090909536e-01,6.159999999999999920e-01
2.009186659206043668e+00,2.007813040161132712e+00,6.134909090909090867e-01,6.251999999999999780e-01
